SpeciesName	Compartment	IC	HGNC
pIIrIrI_IRS_PLCg_PIP2	Cytoplasm	2.62E-39	"IGF1, IGF2, IGF1R, PLCG1, PLCG2"
pINS_Isr_Isr_INS_IRS_PLCg_PIP2	Cytoplasm	3.15E-35	"INS, INSR, PLCG1, PLCG2"
pEE1E2_PI3K1_PIP2	Cytoplasm	1.94E-16	"EGF, EGFR, ERBB2, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pEE1Ev3_PI3K1_PIP2	Cytoplasm	3.57E-28	"EGF, EGFR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pEE1E1_PI3K1_PIP2	Cytoplasm	2.41E-16	"EGF, EGFR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pEE1EE1_PI3K1_PIP2	Cytoplasm	5.64E-34	"EGF, EGFR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pEE1E3_PI3K1_PIP2	Cytoplasm	2.20E-16	"EGF, EGFR, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pEE1HE3_PI3K1_PIP2	Cytoplasm	1.14E-31	"EGF, EGFR, NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pEE1E4_PI3K1_PIP2	Cytoplasm	1.05E-44	"EGF, EGFR, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pEE1HE4_PI3K1_PIP2	Cytoplasm	1.13E-59	"EGF, EGFR, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pE2HE3_PI3K1_PIP2	Cytoplasm	1.83E-15	"ERBB2, NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pHE3Ev3_PI3K1_PIP2	Cytoplasm	2.03E-26	"NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pE1HE3_PI3K1_PIP2	Cytoplasm	1.77E-14	"EGFR, NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pHE3E4_PI3K1_PIP2	Cytoplasm	3.80E-43	"NRG1, ERBB3, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pHE3HE4_PI3K1_PIP2	Cytoplasm	2.38E-58	"NRG1, ERBB3, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pE2HE4_PI3K1_PIP2	Cytoplasm	3.83E-43	"ERBB2, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pHE4Ev3_PI3K1_PIP2	Cytoplasm	3.41E-54	"NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pE1HE4_PI3K1_PIP2	Cytoplasm	2.96E-42	"EGFR, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pE3HE4_PI3K1_PIP2	Cytoplasm	3.53E-43	"ERBB3, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pHE4E4_PI3K1_PIP2	Cytoplasm	7.42E-71	"NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pHE4HE4_PI3K1_PIP2	Cytoplasm	2.54E-86	"NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pHGF_Met_Met_PI3K1_PIP2	Cytoplasm	8.90E-13	"HGF, MET, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pHGF_Met_HGF_Met_PI3K1_PIP2	Cytoplasm	1.42E-26	"HGF, MET, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pPPrPPr_PI3K1_PIP2	Cytoplasm	3.63E-41	"PDGFB, PDGFRA, PDGFRB, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pPPrPr_PI3K1_PIP2	Cytoplasm	5.42E-38	"PDGFB, PDGFRA, PDGFRB, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pFFrFFr_PI3K1_PIP2	Cytoplasm	8.64E-31	"FGF1, FGF2, FGFR1, FGFR2, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pFFrFr_PI3K1_PIP2	Cytoplasm	2.24E-15	"FGF1, FGF2, FGFR1, FGFR2, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pIIrIr_IRS_PI3K1_PIP2	Cytoplasm	1.11E-18	"IGF1, IGF2, IGF1R, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pINS_Isr_Isr_IRS_PI3K1_PIP2	Cytoplasm	2.03E-16	"INS, INSR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pIIrIrI_IRS_PI3K1_PIP2	Cytoplasm	1.31E-37	"IGF1, IGF2, IGF1R, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pINS_Isr_Isr_INS_IRS_PI3K1_PIP2	Cytoplasm	9.33E-34	"INS, INSR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pEE1E2_PI3K2_PIP	Cytoplasm	1.55E-181	"EGF, EGFR, ERBB2, PIK3C2A"
pEE1Ev3_PI3K2_PIP	Cytoplasm	2.85E-193	"EGF, EGFR, PIK3C2A"
pEE1E1_PI3K2_PIP	Cytoplasm	1.92E-181	"EGF, EGFR, PIK3C2A"
pEE1EE1_PI3K2_PIP	Cytoplasm	4.50E-199	"EGF, EGFR, PIK3C2A"
pEE1E3_PI3K2_PIP	Cytoplasm	1.75E-181	"EGF, EGFR, ERBB3, PIK3C2A"
pEE1HE3_PI3K2_PIP	Cytoplasm	9.09E-197	"EGF, EGFR, NRG1, ERBB3, PIK3C2A"
pEE1E4_PI3K2_PIP	Cytoplasm	8.40E-210	"EGF, EGFR, ERBB4, PIK3C2A"
pEE1HE4_PI3K2_PIP	Cytoplasm	9.06E-225	"EGF, EGFR, NRG1, ERBB4, PIK3C2A"
pE2HE3_PI3K2_PIP	Cytoplasm	1.46E-180	"ERBB2, NRG1, ERBB3, PIK3C2A"
pHE3Ev3_PI3K2_PIP	Cytoplasm	1.62E-191	"NRG1, ERBB3, PIK3C2A"
pE1HE3_PI3K2_PIP	Cytoplasm	1.41E-179	"EGFR, NRG1, ERBB3, PIK3C2A"
pHE3E4_PI3K2_PIP	Cytoplasm	3.03E-208	"NRG1, ERBB3, ERBB4, PIK3C2A"
pHE3HE4_PI3K2_PIP	Cytoplasm	1.90E-223	"NRG1, ERBB3, ERBB4, PIK3C2A"
pE2HE4_PI3K2_PIP	Cytoplasm	3.05E-208	"ERBB2, NRG1, ERBB4, PIK3C2A"
pHE4Ev3_PI3K2_PIP	Cytoplasm	2.72E-219	"NRG1, ERBB4, PIK3C2A"
pE1HE4_PI3K2_PIP	Cytoplasm	2.36E-207	"EGFR, NRG1, ERBB4, PIK3C2A"
pE3HE4_PI3K2_PIP	Cytoplasm	2.81E-208	"ERBB3, NRG1, ERBB4, PIK3C2A"
pHE4E4_PI3K2_PIP	Cytoplasm	5.91E-236	"NRG1, ERBB4, PIK3C2A"
pHE4HE4_PI3K2_PIP	Cytoplasm	2.02E-251	"NRG1, ERBB4, PIK3C2A"
pHGF_Met_Met_PI3K2_PIP	Cytoplasm	7.10E-178	"HGF, MET, PIK3C2A"
pHGF_Met_HGF_Met_PI3K2_PIP	Cytoplasm	1.13E-191	"HGF, MET, PIK3C2A"
pPPrPPr_PI3K2_PIP	Cytoplasm	2.92E-206	"PDGFB, PDGFRA, PDGFRB, PIK3C2A"
pPPrPr_PI3K2_PIP	Cytoplasm	4.35E-203	"PDGFB, PDGFRA, PDGFRB, PIK3C2A"
pFFrFFr_PI3K2_PIP	Cytoplasm	6.89E-196	"FGF1, FGF2, FGFR1, FGFR2, PIK3C2A"
pFFrFr_PI3K2_PIP	Cytoplasm	1.79E-180	"FGF1, FGF2, FGFR1, FGFR2, PIK3C2A"
pIIrIr_IRS_PI3K2_PIP	Cytoplasm	8.90E-184	"IGF1, IGF2, IGF1R, PIK3C2A"
pINS_Isr_Isr_IRS_PI3K2_PIP	Cytoplasm	1.63E-181	"INS, INSR, PIK3C2A"
pIIrIrI_IRS_PI3K2_PIP	Cytoplasm	1.05E-202	"IGF1, IGF2, IGF1R, PIK3C2A"
pINS_Isr_Isr_INS_IRS_PI3K2_PIP	Cytoplasm	7.49E-199	"INS, INSR, PIK3C2A"
IRS	Cytoplasm	0.935461427	"IRS1, IRS2"
Sp	Cytoplasm	0.018085731	SPRY2
Cbl	Cytoplasm	5.299368504	CBL
G2	Cytoplasm	60.84451487	GRB2
G2_SOS	Cytoplasm	0.281020415	"GRB2, SOS1"
G2_pSOS	Cytoplasm	0.277535533	"GRB2, SOS1"
PLCg	Cytoplasm	2.214052426	"PLCG1, PLCG2"
PI3KC1	Cytoplasm	0.023695973	"PIK3CA, PIK3CB, PIK3CG, PIK3CD"
PI3KR1	Cytoplasm	8.962088415	"PIK3R1, PIK3R2, PIK3R3, PIK3R4"
PI3K1	Cytoplasm	2.010578135	"PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pPI3K1	Cytoplasm	0.338513581	"PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
PI3K2	Cytoplasm	1.723235633	PIK3C2A
mTORC1	Cytoplasm	2.742881957	MTOR 
mTORC1active	Cytoplasm	0.186098038	MTOR 
PIP	Cytoplasm	9.29E-162	
PI3P	Cytoplasm	7.28E-175	
DAG	Cytoplasm	7.73E-12	DAG1
GRP	Cytoplasm	9.676785567	"RASGRP1, RASGRP3"
DAG_GRP	Cytoplasm	7.48E-13	"DAG1, RASGRP1, RASGRP3"
RasT	Cytoplasm	2.800104908	"NRAS, KRAS, HRAS"
RasD	Cytoplasm	161.2777085	"NRAS, KRAS, HRAS"
NF1	Cytoplasm	0.781281432	NF1
pNF1	Cytoplasm	0	NF1
pCRaf	Cytoplasm	3.223639905	RAF1
CRaf	Cytoplasm	3.263604692	RAF1
RasT_CRaf	Cytoplasm	0.911337992	"NRAS, KRAS, HRAS, RAF1"
BRaf	Cytoplasm	0.416432159	BRAF
RasT_CRaf_BRaf	Cytoplasm	0.105814522	"NRAS, KRAS, HRAS, RAF1, BRAF"
MEK	Cytoplasm	124.7698775	"MAP2K1, MAP2K2"
pMEK	Cytoplasm	16.33498409	"MAP2K1, MAP2K2"
ppMEK	Cytoplasm	21.38149735	"MAP2K1, MAP2K2"
MKP3	Cytoplasm	0.001983584	DUSP6
ERKnuc	Nucleus	0.398746583	"MAPK1, MAPK3"
ppERKnuc	Nucleus	7.175143579	"MAPK1, MAPK3"
RSK	Cytoplasm	69.65112307	"RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4"
pRSK	Cytoplasm	0.68864339	"RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4"
pRSKnuc	Nucleus	1.74756681	"RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4"
MKP1	Nucleus	0.002047146	DUSP1
pMKP1	Nucleus	0.015765212	DUSP1
cFos	Nucleus	2.985524393	FOS
pcFos	Nucleus	0.241966192	FOS
cJun	Nucleus	2.871228268	JUN
pcFos_cJun	Nucleus	0.069141204	"FOS, JUN"
cMyc	Nucleus	45.43934455	MYC
bCATENINnuc	Nucleus	35.4866998	CTNNB1
bCATENIN	Cytoplasm	17.75651187	CTNNB1
pbCATENIN	Cytoplasm	179.7919173	CTNNB1
IP3	Cytoplasm	1.03E-12	"ITPKA, ITPKB, ITPKC"
PIP2	Cytoplasm	9998.269998	
PIP3	Cytoplasm	1.607259025	
PTEN	Cytoplasm	2.315664435	PTEN
PIP3_AKT	Cytoplasm	0.735098397	"AKT1, AKT2"
AKT	Cytoplasm	48.16256372	"AKT1, AKT2"
pAKT	Cytoplasm	0.038926951	"AKT1, AKT2"
ppAKT	Cytoplasm	0.389291908	"AKT1, AKT2"
PDK1	Cytoplasm	11.50724922	PDPK1
PIP3_PDK1	Cytoplasm	0.184938312	PDPK1
PIP3_pAKT	Cytoplasm	0.063595069	"AKT1, AKT2"
Rictor	Cytoplasm	0.167116663	RICTOR
mTOR	Cytoplasm	1.180387947	MTOR 
mTORC2	Cytoplasm	1.839403639	MTOR 
PIP3_ppAKT	Cytoplasm	0.00395782	"AKT1, AKT2"
GSK3b	Cytoplasm	40.76507343	GSK3B
pGSK3b	Cytoplasm	1.441831283	GSK3B
TSC1	Cytoplasm	0.056395468	TSC1
TSC2	Cytoplasm	0.348755637	TSC2
pTSC2	Cytoplasm	0.086801775	TSC2
TSC	Cytoplasm	0.196577149	"TSC1, TSC2"
PKC	Cytoplasm	20.15290048	"PRKCA, PRKCB, PRKCG, PRKCD"
DAG_PKC	Cytoplasm	1.56E-12	"DAG1, PRKCA, PRKCB, PRKCG, PRKCD"
pRKIP	Cytoplasm	1.47E-09	PEBP1
RKIP	Cytoplasm	1039.045014	PEBP1
RKIP_CRaf	Cytoplasm	0	"PEBP1, RAF1"
ERK	Cytoplasm	220.5970742	"MAPK1, MAPK3"
pERK	Cytoplasm	22.38543504	"MAPK1, MAPK3"
ppERK	Cytoplasm	10.87584841	"MAPK1, MAPK3"
FOXO	Cytoplasm	0.301138997	FOXO3
pFOXO	Cytoplasm	0.511656499	FOXO3
RhebD	Cytoplasm	105.3074772	RHEB
RhebT	Cytoplasm	0	RHEB
Raptor	Cytoplasm	0.295670543	RPTOR
S6K	Cytoplasm	18.41546414	S6K
pS6K	Cytoplasm	1.038285311	S6K
EIF4EBP1	Cytoplasm	0.651986333	EIF4EBP1
pEIF4EBP1	Cytoplasm	1.099698471	EIF4EBP1
SOS	Cytoplasm	0.000565021	SOS1
G2_SOS_ppERK	Cytoplasm	0.002778459	"GRB2, SOS1, MAPK1, MAPK3"
CRaf_ppERK	Cytoplasm	0.032267418	"RAF1, MAPK1, MAPK3"
RasD_DAG_GRP	Cytoplasm	1.10E-13	"NRAS, KRAS, HRAS, RASGRP1, RASGRP3"
RasT_NF1	Cytoplasm	0.003646115	"NRAS, KRAS, HRAS, NF1"
NF1_ppERK	Cytoplasm	0	"NF1, MAPK3, MAPK1, MAPK6, MAPK4, MAPK7, MAPK12, MAPK15"
MEK_RasT_CRaf_BRaf	Cytoplasm	0.220040729	"MAP2K1, MAP2K2, NRAS, KRAS, HRAS, NF1, RAF1, BRAF"
pMEK_RasT_CRaf_BRaf	Cytoplasm	0.028807929	"MAP2K1, MAP2K2, NRAS, KRAS, HRAS, NF1, RAF1, BRAF"
ERK_ppMEK	Cytoplasm	2.358343832	"MAPK1, MAPK3, MAP2K1, MAP2K2"
pERK_ppMEK	Cytoplasm	0.239316649	"MAPK1, MAPK3, MAP2K1, MAP2K2"
RSK_ppERK	Cytoplasm	0.688647903	"RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4, MAPK1, MAPK3"
pRSKnuc_MKP1	Nucleus	3.25E-06	"RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4, DUSP1"
ppERKnuc_MKP1	Nucleus	1.34E-05	"MAPK1, MAPK3, DUSP1"
cFos_pRSKnuc	Nucleus	0.004741987	"FOS, RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4"
cFos_ppERKnuc	Nucleus	0.019469607	"FOS, MAPK1, MAPK3"
RKIP_DAG_PKC	Cytoplasm	1.47E-12	"PEBP1, DAG1, PRKCA, PRKCB, PRKCG, PRKCD"
PIP3_PTEN	Cytoplasm	0.00338352	PTEN
PIP3_AKT_PIP3_PDK1	Cytoplasm	0.000453159	"AKT1, AKT2, PDPK1"
PIP3_pAKT_mTORC2	Cytoplasm	0.000389923	"AKT1, AKT2, MTOR"
GSK3b_ppAKT	Cytoplasm	0.014426753	"GSK3B, AKT1, AKT2"
TSC2_ppAKT	Cytoplasm	0.000678837	"TSC2, AKT1, AKT2"
TSC2_ppERK	Cytoplasm	0.001896456	"TSC2, MAPK1, MAPK3"
RhebT_TSC	Cytoplasm	0	"RHEB, TSC1, TSC2"
EIF4EBP1_mTORC1active	Cytoplasm	0.001103028	"EIF4EBP1, MTOR"
S6K_mTORC1active	Cytoplasm	0.003115522	"S6K, MTOR"
FOXO_ppAKT	Cytoplasm	0.000532865	"FOXO3, AKT1, AKT2"
PI3K1_mTORC1active	Cytoplasm	0.000340142	"PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4, MTOR"
pERK_MKP3	Cytoplasm	4.04E-05	"MAPK1, MAPK3, DUSP6"
ppERK_MKP3	Cytoplasm	0	"MAPK1, MAPK3, DUSP6"
ppERKnuc_pMKP1	Cytoplasm	0.000102762	"MAPK1, MAPK3, DUSP1"
RasT_BRaf	Cytoplasm	0.116146423	"NRAS, KRAS, HRAS, BRAF"
RasT_BRaf_BRaf	Cytoplasm	0.00134897	"NRAS, KRAS, HRAS, BRAF"
MEK_RasT_BRaf_BRaf	Cytoplasm	0.001530097	"MAP2K1, MAP2K2, NRAS, KRAS, HRAS, BRAF"
pMEK_RasT_BRaf_BRaf	Cytoplasm	0.000200322	"MAP2K1, MAP2K2, NRAS, KRAS, HRAS, BRAF"
EIF4E	Cytoplasm	235.6398262	EIF4E
EIF4EBP1_EIF4E	Cytoplasm	15.3170243	"EIF4EBP1, EIF4E"
RasT_CRaf_CRaf	Cytoplasm	0.083047257	"NRAS, KRAS, HRAS, RAF1"
MEK_RasT_CRaf_CRaf	Cytoplasm	0.51808731	"MAP2K1, MAP2K2, NRAS, KRAS, HRAS, RAF1"
pMEK_RasT_CRaf_CRaf	Cytoplasm	0.067828455	"MAP2K1, MAP2K2, NRAS, KRAS, HRAS, RAF1"
FOXOnuc	Nucleus	9.030426687	FOXO3
MEKi	Cytoplasm	0	
MEKi_ppMEK	Cytoplasm	0	"MAP2K1, MAP2K2"
AKTi	Cytoplasm	0	"AKTi3, AKTi1, AKTi2"
AKTi_AKT	Cytoplasm	0	"AKT1, AKT2"
mT	Cytoplasm	37.68942105	
EIF4E_mT	Cytoplasm	88.80980732	EIF4E
IFR	Cytoplasm	0.788501572	IFNGR2
JAK	Cytoplasm	12.90983459	"JAK1, JAK2"
RJ	Cytoplasm	20.35697717	
IFNRJ	Cytoplasm	0	
IFNRJ2	Cytoplasm	0	
IFNRJ2s	Cytoplasm	0	
STAT1	Cytoplasm	27.33330844	STAT1
IFNRJ2s_STAT1	Cytoplasm	0	
STAT1s	Cytoplasm	0	
IFNRJ2s_STAT1s	Cytoplasm	0	
STAT1s_STAT1s	Cytoplasm	0	
SHP2	Cytoplasm	56.22284261	PTPN11
IFNRJ2s_SHP2	Cytoplasm	0	
PPX	Cytoplasm	28.11142131	
STAT1s_PPX	Cytoplasm	0	
STAT1_STAT1s	Cytoplasm	0	
STAT1snuc_STAT1snuc	Nucleus	0	
STAT1snuc	Nucleus	0	
PPN	Nucleus	28.11142131	
STAT1snuc_PPN	Nucleus	0	
STAT1nuc	Nucleus	0	
STAT1nuc_STAT1snuc	Nucleus	0	
SOCS1	Cytoplasm	0	SOCS1
IFNRJ2s_SOCS1	Cytoplasm	0	
IFNRJ2s_SHP2_SOCS1_STAT1	Cytoplasm	0	
STAT1s_STAT1s_PPX	Cytoplasm	0	
STAT1snuc_STAT1snuc_PPN	Nucleus	0	
IFNRJ2s_SOCS1_STAT1	Cytoplasm	0	
IFN	Extracellular	0	IFNG
IFNRJ2s_SHP2_STAT1	Cytoplasm	0	
IFNRJ2s_SHP2_SOCS1	Cytoplasm	0	
IFNR	Cytoplasm	0	
pEE1E2_SOCS1	Cytoplasm	0	
pEE1Ev3_SOCS1	Cytoplasm	0	
pEE1E1_SOCS1	Cytoplasm	0	
pEE1EE1_SOCS1	Cytoplasm	0	
pEE1E3_SOCS1	Cytoplasm	0	
pEE1HE3_SOCS1	Cytoplasm	0	
pEE1E4_SOCS1	Cytoplasm	0	
pEE1HE4_SOCS1	Cytoplasm	0	
pE2HE3_SOCS1	Cytoplasm	0	
pHE3Ev3_SOCS1	Cytoplasm	0	
pE1HE3_SOCS1	Cytoplasm	0	
pHE3E4_SOCS1	Cytoplasm	0	
pHE3HE4_SOCS1	Cytoplasm	0	
pE2HE4_SOCS1	Cytoplasm	0	
pHE4Ev3_SOCS1	Cytoplasm	0	
pE1HE4_SOCS1	Cytoplasm	0	
pE3HE4_SOCS1	Cytoplasm	0	
pHE4E4_SOCS1	Cytoplasm	0	
pHE4HE4_SOCS1	Cytoplasm	0	
pHGF_Met_Met_SOCS1	Cytoplasm	0	
pHGF_Met_HGF_Met_SOCS1	Cytoplasm	0	
pPPrPPr_SOCS1	Cytoplasm	0	
pPPrPr_SOCS1	Cytoplasm	0	
pFFrFFr_SOCS1	Cytoplasm	0	
pFFrFr_SOCS1	Cytoplasm	0	
pIIrIr_IRS_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_IRS_SOCS1	Cytoplasm	0	
pIIrIrI_IRS_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_INS_IRS_SOCS1	Cytoplasm	0	
pEE1E2int_SOCS1	Cytoplasm	0	
pEE1Ev3int_SOCS1	Cytoplasm	0	
pEE1E1int_SOCS1	Cytoplasm	0	
pEE1EE1int_SOCS1	Cytoplasm	0	
pEE1E3int_SOCS1	Cytoplasm	0	
pEE1HE3int_SOCS1	Cytoplasm	0	
pEE1E4int_SOCS1	Cytoplasm	0	
pEE1HE4int_SOCS1	Cytoplasm	0	
pE2HE3int_SOCS1	Cytoplasm	0	
pHE3Ev3int_SOCS1	Cytoplasm	0	
pE1HE3int_SOCS1	Cytoplasm	0	
pHE3E4int_SOCS1	Cytoplasm	0	
pHE3HE4int_SOCS1	Cytoplasm	0	
pE2HE4int_SOCS1	Cytoplasm	0	
pHE4Ev3int_SOCS1	Cytoplasm	0	
pE1HE4int_SOCS1	Cytoplasm	0	
pE3HE4int_SOCS1	Cytoplasm	0	
pHE4E4int_SOCS1	Cytoplasm	0	
pHE4HE4int_SOCS1	Cytoplasm	0	
pHGF_Met_Metint_SOCS1	Cytoplasm	0	
pHGF_Met_HGF_Metint_SOCS1	Cytoplasm	0	
pPPrPPrint_SOCS1	Cytoplasm	0	
pPPrPrint_SOCS1	Cytoplasm	0	
pFFrFFrint_SOCS1	Cytoplasm	0	
pFFrFrint_SOCS1	Cytoplasm	0	
pIIrIr_int_IRS_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_int_IRS_SOCS1	Cytoplasm	0	
pIIrIrI_int_IRS_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_INS_int_IRS_SOCS1	Cytoplasm	0	
pEE1E2_G2_SOS_SOCS1	Cytoplasm	0	
pEE1Ev3_G2_SOS_SOCS1	Cytoplasm	0	
pEE1E1_G2_SOS_SOCS1	Cytoplasm	0	
pEE1EE1_G2_SOS_SOCS1	Cytoplasm	0	
pEE1E3_G2_SOS_SOCS1	Cytoplasm	0	
pEE1HE3_G2_SOS_SOCS1	Cytoplasm	0	
pEE1E4_G2_SOS_SOCS1	Cytoplasm	0	
pEE1HE4_G2_SOS_SOCS1	Cytoplasm	0	
pE2HE3_G2_SOS_SOCS1	Cytoplasm	0	
pHE3Ev3_G2_SOS_SOCS1	Cytoplasm	0	
pE1HE3_G2_SOS_SOCS1	Cytoplasm	0	
pHE3E4_G2_SOS_SOCS1	Cytoplasm	0	
pHE3HE4_G2_SOS_SOCS1	Cytoplasm	0	
pE2HE4_G2_SOS_SOCS1	Cytoplasm	0	
pHE4Ev3_G2_SOS_SOCS1	Cytoplasm	0	
pE1HE4_G2_SOS_SOCS1	Cytoplasm	0	
pE3HE4_G2_SOS_SOCS1	Cytoplasm	0	
pHE4E4_G2_SOS_SOCS1	Cytoplasm	0	
pHE4HE4_G2_SOS_SOCS1	Cytoplasm	0	
pHGF_Met_Met_G2_SOS_SOCS1	Cytoplasm	0	
pHGF_Met_HGF_Met_G2_SOS_SOCS1	Cytoplasm	0	
pPPrPPr_G2_SOS_SOCS1	Cytoplasm	0	
pPPrPr_G2_SOS_SOCS1	Cytoplasm	0	
pFFrFFr_G2_SOS_SOCS1	Cytoplasm	0	
pFFrFr_G2_SOS_SOCS1	Cytoplasm	0	
pIIrIr_IRS_G2_SOS_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_IRS_G2_SOS_SOCS1	Cytoplasm	0	
pIIrIrI_IRS_G2_SOS_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_INS_IRS_G2_SOS_SOCS1	Cytoplasm	0	
pEE1E2int_G2_SOS_SOCS1	Cytoplasm	0	
pEE1Ev3int_G2_SOS_SOCS1	Cytoplasm	0	
pEE1E1int_G2_SOS_SOCS1	Cytoplasm	0	
pEE1EE1int_G2_SOS_SOCS1	Cytoplasm	0	
pEE1E3int_G2_SOS_SOCS1	Cytoplasm	0	
pEE1HE3int_G2_SOS_SOCS1	Cytoplasm	0	
pEE1E4int_G2_SOS_SOCS1	Cytoplasm	0	
pEE1HE4int_G2_SOS_SOCS1	Cytoplasm	0	
pE2HE3int_G2_SOS_SOCS1	Cytoplasm	0	
pHE3Ev3int_G2_SOS_SOCS1	Cytoplasm	0	
pE1HE3int_G2_SOS_SOCS1	Cytoplasm	0	
pHE3E4int_G2_SOS_SOCS1	Cytoplasm	0	
pHE3HE4int_G2_SOS_SOCS1	Cytoplasm	0	
pE2HE4int_G2_SOS_SOCS1	Cytoplasm	0	
pHE4Ev3int_G2_SOS_SOCS1	Cytoplasm	0	
pE1HE4int_G2_SOS_SOCS1	Cytoplasm	0	
pE3HE4int_G2_SOS_SOCS1	Cytoplasm	0	
pHE4E4int_G2_SOS_SOCS1	Cytoplasm	0	
pHE4HE4int_G2_SOS_SOCS1	Cytoplasm	0	
pHGF_Met_Metint_G2_SOS_SOCS1	Cytoplasm	0	
pHGF_Met_HGF_Metint_G2_SOS_SOCS1	Cytoplasm	0	
pPPrPPrint_G2_SOS_SOCS1	Cytoplasm	0	
pPPrPrint_G2_SOS_SOCS1	Cytoplasm	0	
pFFrFFrint_G2_SOS_SOCS1	Cytoplasm	0	
pFFrFrint_G2_SOS_SOCS1	Cytoplasm	0	
pIIrIr_int_IRS_G2_SOS_SOCS1	Cytoplasm	0	
pINS_Isr_Isr_int_IRS_G2_SOS_SOCS1	Cytoplasm	0	
